drug1_db,drug2_db,Drug12,gene1,gene2,gene12
DB00444,DB08865,2015,['TOP2A'],"['FLT3', 'SBK1', 'FES', 'PRKD1', 'AURKA', 'EPHB6', 'PTK2B', 'AURKC', 'ACVR1B', 'IRAK4', 'IKBKB', 'PRKAA1', 'TNNI3K', 'EPHA1', 'DCLK2', 'ABL2', 'LCK', 'FLT1', 'FGFR3', 'MERTK', 'HIPK4', 'EGFR', 'DYRK2', 'MAP3K3', 'NOS2', 'CDK7', 'LIMK1', 'COQ8B', 'RPS6KB1', 'SLK', 'ROCK2', 'EPHA5', 'PLK4', 'RIPK2', 'FGR', 'ULK2', 'RIOK1', 'ABL1', 'CDKL2', 'BMPR1B', 'MAP3K7', 'NIM1K', 'MAP4K1', 'LYN', 'MAP3K13', 'EIF2AK2', 'ULK1', 'NEK7', 'MAP3K1', 'BMX', 'ACVR1', 'MAP4K3', 'ROS1', 'TYK2', 'DSTYK', 'EPHA8', 'CASK', 'RIPK4', 'BTK', 'STK3', 'NTRK1', 'RET', 'EPHA4', 'AURKB', 'CSF1R', 'TEK', 'MAP3K12', 'TAOK2', 'ITK', 'MAP3K2', 'STK4', 'SRPK1', 'YES1', 'EPHA3', 'GRK4', 'RIOK3', 'AXL', 'JAK3', 'MST1R', 'JAK2', 'PTK2', 'CDK11A', 'MUSK', 'EPHB1', 'FRK', 'TIE1', 'EPHA7', 'MAP3K15', 'BMP2K', 'NUAK2', 'DMPK', 'TNK1', 'STK35', 'PIP5K1A', 'MINK1', 'TGFBR1', 'MAP4K5', 'SIK2', 'FYN', 'EPHB4', 'LIMK2', 'IKBKE', 'TBK1', 'ALK', 'ULK3', 'ROCK1', 'STK26', 'TXK', 'AAK1', 'KIT', 'SRC', 'DDR1', 'BLK', 'NTRK2', 'MAP2K3', 'CAMKK2', 'SYK', 'DCLK1', 'EPHA6', 'TYRO3', 'ZAP70', 'TESK1', 'TAOK3', 'MET', 'CDK11B', 'TAOK1', 'MAP3K19', 'TNK2', 'INSRR', 'MAP4K2', 'RIPK1', 'NEK9', 'FER', 'IGF1R', 'LTK', 'EPHA2', 'NTRK3', 'SRPK3', 'PRKD3', 'STK10', 'INSR', 'MAPK7', 'JAK1', 'IRAK1']",[]
DB00444,DB00987,2016,['TOP2A'],['POLB'],[]
DB00444,DB00851,2017,['TOP2A'],"['POLA2', 'PGD']",[]
DB00444,DB01254,2018,['TOP2A'],"['FLT3', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'NEK2', 'KDR', 'MYT1', 'EPHB2', 'ABL2', 'STK35', 'LCK', 'FGFR1', 'CYP3A4', 'FGFR3', 'MINK1', 'EGFR', 'DDR2', 'MAP3K3', 'FYN', 'EPHB4', 'STAT5B', 'LIMK1', 'ULK3', 'BMPR1A', 'PTK6', 'STK25', 'RIPK2', 'ABL1', 'TXK', 'KIT', 'BRAF', 'BMPR1B', 'MAP3K7', 'SRC', 'DDR1', 'EPHA6', 'TAOK3', 'ERBB3', 'MAP3K13', 'PDGFRB', 'MAP3K19', 'VRK2', 'MAP4K2', 'TYK2', 'MAPK14', 'SIK3', 'TEC', 'BTK', 'MAP2K5', 'EPHA2', 'RET', 'RAF1', 'AURKB', 'CSF1R', 'TAOK2', 'CSNK1A1', 'HCK', 'PDGFRA', 'NEK11', 'MAP3K2', 'STK4', 'MYLK2', 'YES1', 'ERBB4']",[]
DB00444,DB00694,2019,[],"['MMP2', 'ABCC1', 'ABCB1', 'TOP2B']",['TOP2A']
DB00444,DB01248,2020,['TOP2A'],"['TUBB1', 'BCL2']",[]
DB00444,DB00530,2021,['TOP2A'],"['FLT3', 'GRK4', 'AXL', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'ABCC2', 'MKNK2', 'JAK2', 'KDR', 'LRRK2', 'EPHB1', 'STK17A', 'MAPK9', 'BMP2K', 'NR1I2', 'STK17B', 'ABL2', 'PIP4K2C', 'LCK', 'CYP3A4', 'MINK1', 'MERTK', 'HIPK4', 'EGFR', 'SIK2', 'DYRK2', 'EPHB4', 'MAP3K3', 'SLK', 'TBK1', 'ULK3', 'EPHA5', 'PLK4', 'RIPK2', 'ABL1', 'TXK', 'TTK', 'AAK1', 'KIT', 'ERBB2', 'MAPK10', 'SRC', 'EPHA6', 'DAPK3', 'ERBB3', 'MET', 'FGFR2', 'CSK', 'CSNK1E', 'MAP3K19', 'STK36', 'TYK2', 'SLCO2B1', 'TNIK', 'RIPK4', 'GAK', 'MAP2K5', 'RET', 'SRPK3', 'STK10', 'MAP3K2', 'CAMK2D', 'ERBB4']",[]
DB00444,DB01073,2022,['TOP2A'],"['RRM1', 'POLA1', 'DCK']",[]
DB00444,DB00947,2023,['TOP2A'],['ESR1'],[]
DB00444,DB01005,2024,['TOP2A'],['RRM1'],[]
DB00444,DB00619,2025,['TOP2A'],"['FLT3', 'MAPK10', 'DDR1', 'SLC22A2', 'CA1', 'CA14', 'ABCB1', 'SYK', 'LYN', 'CA4', 'KARS1', 'NQO2', 'CA2', 'PDGFRB', 'STK17A', 'FRK', 'CA3', 'MAPK9', 'TYK2', 'CLK4', 'EPHA8', 'ABL2', 'PIP4K2C', 'LCK', 'GAK', 'HIPK4', 'NTRK1', 'RET', 'DDR2', 'CA12', 'FYN', 'CSF1R', 'ABCG2', 'MAPK8', 'PDGFRA', 'PLK4', 'CA9', 'CA6', 'ABL1', 'KIT', 'IRAK1', 'CLK1']",[]
DB00444,DB00724,2026,['TOP2A'],"['TLR8', 'TLR7']",[]
DB00444,DB04845,2027,['TOP2A'],['TUBB3'],[]
DB00444,DB01259,2028,['TOP2A'],"['ERBB2', 'PDGFRB', 'CYP3A4', 'MAP2K5', 'PI4KB', 'STK10', 'EGFR', 'PIK3C2B', 'MAP2K7', 'ERBB3', 'SLK', 'ERBB4']",[]
DB00444,DB01006,2029,['TOP2A'],"['CYP19A1', 'CYP11B2', 'CYP11B1']",[]
DB00444,DB01206,2030,['TOP2A'],['STMN4'],[]
DB00444,DB00351,2031,['TOP2A'],"['PGR', 'NR3C1']",[]
DB00444,DB01033,2032,['TOP2A'],['HPRT1'],[]
DB00444,DB00563,2033,['TOP2A'],"['FPGS', 'SLC19A1', 'TYMS', 'DHFR']",[]
DB00444,DB00553,2034,['TOP2A'],"['ACHE', 'CYP2A6']",[]
DB00444,DB00648,2035,['TOP2A'],['FDX1'],[]
DB00444,DB04868,2036,['TOP2A'],"['FLT3', 'EPHA3', 'SRC', 'MAPK10', 'DDR1', 'CA1', 'BLK', 'NTRK2', 'CA14', 'MAP4K1', 'LYN', 'CA4', 'EPHA6', 'EPHB3', 'EPHB6', 'TAOK3', 'CA2', 'TAOK1', 'PDGFRB', 'CSK', 'EPHB1', 'FRK', 'TIE1', 'CA3', 'EPHB2', 'MAPK9', 'TNNI3K', 'CLK4', 'CA5A', 'EPHA1', 'MAPK14', 'EPHA8', 'ABL2', 'PIP4K2C', 'LCK', 'MAP3K20', 'MAP2K5', 'EPHA2', 'RET', 'EPHA4', 'DDR2', 'CA12', 'RAF1', 'FYN', 'EPHB4', 'CSF1R', 'NTRK3', 'TEK', 'CDC42BPB', 'MAPK8', 'STK10', 'HCK', 'PDGFRA', 'EPHA5', 'CA9', 'FGR', 'CA6', 'ABL1', 'MAPK11', 'YES1', 'KIT', 'BRAF', 'CLK1']",[]
DB00444,DB01229,2037,['TOP2A'],"['TUBB1', 'BCL2']",[]
DB00444,DB06813,2038,['TOP2A'],['DHFR'],[]
DB00444,DB01103,2039,['TOP2A'],"['PLA2G4A', 'AOX1', 'PLA2G6', 'PLCL1', 'PRNP']",[]
DB00444,DB00398,2040,['TOP2A'],"['FLT3', 'EPHA3', 'HTR2A', 'JAK3', 'MKNK2', 'KDR', 'EPHB1', 'FLT4', 'FRK', 'EPHA7', 'MAPK9', 'ABL2', 'LCK', 'FGFR1', 'FLT1', 'HTR1A', 'FGFR3', 'HIPK4', 'MAP4K5', 'DDR2', 'HTR7', 'FYN', 'EPHB4', 'LIMK2', 'LIMK1', 'SLK', 'HTR2C', 'TGFBR2', 'EPHA5', 'PLK4', 'RIPK2', 'FGR', 'ABL1', 'HIPK3', 'KIT', 'BRAF', 'CLK1', 'SRC', 'EPHX2', 'CDK5', 'MAP4K1', 'EPHA6', 'MYLK3', 'TAOK1', 'PDGFRB', 'CSK', 'HIPK1', 'STK36', 'CDK2', 'MAPK14', 'EPHA8', 'TNIK', 'CDK3', 'MYO3B', 'HTR2B', 'GSK3B', 'MAP2K5', 'NTRK1', 'RET', 'EPHA2', 'EPHA4', 'RAF1', 'AURKB', 'CSF1R', 'TEK', 'TAOK2', 'CSNK1A1', 'STK10', 'INSR', 'HCK', 'MAPK12', 'HTR6', 'MYLK2', 'MAPK11']",[]
DB00444,DB01268,2041,['TOP2A'],"['FLT3', 'MAP2K6', 'CDK16', 'SBK1', 'MYLK', 'AURKA', 'EPHB6', 'AURKC', 'SGK3', 'MKNK2', 'IRAK4', 'KDR', 'PRKAA1', 'STK17A', 'CLK4', 'CAMKK1', 'STK17B', 'ABL2', 'LCK', 'FLT1', 'FGFR1', 'FGFR3', 'EGFR', 'FGFR4', 'DDR2', 'SLK', 'RPS6KB1', 'CAMK1D', 'EPHA5', 'PTK6', 'PLK4', 'STK16', 'CAMK1G', 'FGR', 'ABL1', 'TTK', 'BMPR1B', 'RPS6KA4', 'CLK1', 'MAPK10', 'MYO3A', 'LYN', 'PHKG1', 'MKNK1', 'CDK4', 'PRP4K', 'FGFR2', 'MYLK3', 'CSNK2A2', 'HIPK1', 'TYK2', 'DSTYK', 'MAP3K4', 'RPS6KA3', 'DAPK2', 'PIM2', 'MARK3', 'GAK', 'BTK', 'NTRK1', 'RET', 'MATK', 'CAMK2A', 'AURKB', 'CSF1R', 'MAP3K12', 'CSNK1A1', 'STK38L', 'HCK', 'PDGFRA', 'STK4', 'YES1', 'PRPF4', 'NEK2', 'JAK2', 'PTK2', 'KCNH2', 'LRRK2', 'EPHB1', 'CLK2', 'FLT4', 'TIE1', 'MAPK9', 'EPHA7', 'BMP2K', 'MARK2', 'MAP4K5', 'RPS6KA1', 'FYN', 'EPHB4', 'ALK', 'BRD4', 'PRKCA', 'PLK2', 'AAK1', 'SNRK', 'KIT', 'CAMK1', 'SRC', 'CDK5', 'MAP2K3', 'CAMKK2', 'DLK1', 'EPHA6', 'DAPK3', 'MET', 'PDGFRB', 'CSNK2A1', 'CHEK1', 'TNK2', 'CDK2', 'MAP4K2', 'CAMK2G', 'RPS6KA5', 'FER', 'TNKS2', 'CHEK2', 'MAP2K5', 'PHKG2', 'MAP2K4', 'STK10', 'INSR', 'RPS6KA2', 'MAPK7', 'MYLK2', 'CAMK2D', 'JAK1', 'CAMK2B']",[]
DB00444,DB00675,2042,['TOP2A'],"['ESRRA', 'CYP3A4', 'SIGMAR1', 'EBPL', 'ABCB1', 'ESR1', 'EBP', 'DHCR7', 'HTR6', 'ESR2', 'KCNH2']",[]
DB00444,DB01041,2043,['TOP2A'],"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']",[]
DB00444,DB01030,2044,['TOP2A'],"['ABCG2', 'TOP1', 'HIF1A', 'TOP1MT']",[]
DB00444,DB00755,2045,['TOP2A'],"['RXRB', 'GPRC5A', 'ALDH1A2', 'NR0B1', 'RARG', 'ALDH1A1', 'RXRG']",[]
DB00444,DB08881,2046,['TOP2A'],"['RAF1', 'BRAF']",[]
DB00444,DB00399,2047,['TOP2A'],"['GGPS1', 'FDPS']",[]
DB00469,DB08877,2048,"['PTGS1', 'PTGS2']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01162,DB08877,2049,"['ADRA1B', 'ADRA2A', 'KCNH7', 'ADRA2C', 'ADRA2B', 'ADRA1A', 'ADRA1D', 'KCNH2']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB04844,DB08877,2050,['SLC18A2'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00759,DB08877,2051,['PRNP'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01041,DB01143,2052,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['ALPG', 'ENPP1']",[]
DB01041,DB01169,2053,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['AKT1', 'IKBKB', 'JUN', 'MAPK1', 'TXNRD1', 'CCND1', 'MAPK3']",[]
DB01041,DB00188,2054,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['PSMB1', 'PSMD2', 'PSMB5', 'PSMD1', 'PSMB2']",[]
DB01041,DB00262,2055,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']",['GSR'],[]
DB01041,DB00530,2056,"['NFKB1', 'TNF', 'PTGS2']","['FLT3', 'GRK4', 'AXL', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'ABCC2', 'MKNK2', 'JAK2', 'KDR', 'LRRK2', 'EPHB1', 'STK17A', 'MAPK9', 'BMP2K', 'NR1I2', 'STK17B', 'ABL2', 'PIP4K2C', 'LCK', 'CYP3A4', 'MINK1', 'MERTK', 'HIPK4', 'EGFR', 'SIK2', 'DYRK2', 'EPHB4', 'MAP3K3', 'SLK', 'TBK1', 'ULK3', 'EPHA5', 'PLK4', 'RIPK2', 'ABL1', 'TXK', 'TTK', 'AAK1', 'KIT', 'ERBB2', 'MAPK10', 'SRC', 'EPHA6', 'DAPK3', 'ERBB3', 'MET', 'CSK', 'CSNK1E', 'MAP3K19', 'STK36', 'TYK2', 'SLCO2B1', 'TNIK', 'RIPK4', 'GAK', 'MAP2K5', 'RET', 'SRPK3', 'STK10', 'MAP3K2', 'CAMK2D', 'ERBB4']",['FGFR2']
DB01041,DB00724,2057,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['TLR8', 'TLR7']",[]
DB01041,DB04845,2058,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']",['TUBB3'],[]
DB01041,DB00553,2059,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['ACHE', 'CYP2A6']",[]
DB01041,DB08877,2060,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01041,DB01030,2061,"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']","['ABCG2', 'TOP1', 'HIF1A', 'TOP1MT']",[]
DB01412,DB08877,2062,"['ADORA2A', 'PDE4B', 'ADORA1']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00277,DB08877,2063,"['ADORA2A', 'PDE5A', 'PDE4B', 'ADORA1', 'PDE3A', 'PDE4A', 'ADORA2B']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
